doc_id,text
published_020,"It has been well established in the field of phonetics and phonology that when an utterance is produced, phonological constituents of various levels (such as syllables, words, and phrases) must be put together in a hierarchically organized way according to the prosodic structure stipulated by the grammatical system of a given language (e.g., Beckman, 1996; Shattuck-Hufnagel & Turk, 1996). A growing body of studies on the phonetics–prosody interface has further suggested that the phonetic realization of individual segments is fine-tuned systematically depending on where in a prosodic structure they occur (e.g., Cho, 2016; Fletcher, 2010). An important assumption that underlies the phonetics–prosody interface is that prosodically conditioned phonetic granularity operates systematically at the subphonemic (phonetic) level, such that phonological units are fleshed out with fine-grained phonetic content in a way that serves the linguistic functions assumed by the prosodic structure (Cho, 2011; Fletcher, 2010; Keating & Shattuck-Hufnagel, 2002), often modulating phonetic implementation of phonological contrast (e.g., de Jong, 1995, 2004; Cho & McQueen, 2005; Cho, Lee, & Kim, 2014). In the present study, we build on that premise by exploring how the phonetic implementation of phonological voicing contrast of stops in American English can be modulated by prosodic structure and how the prosodically conditioned fine-tuning of voicing contrast illuminates the phonetic nature of phonological stop voicing contrast."
published_021,"Bearings are used in virtually any piece of machinery involving relative rotation of elements to support the axial and/or longitudinal loads of a shaft while transmitting the torque to adjacent elements. This is achieved by introducing balls or cylindrical rollers between the inner and outer bearings raceways in order to transform a sliding contact into a rolling contact, which minimises the energy loss due to friction. Such geometry results in extreme contact pressures, in the order of a few GPa [1], as well as significant sub-surface shear stresses, which typically exhibit a maximum at tens to hundreds of μm below the contact surface, depending on the load, size and bearing design. The sub-surface stresses inevitably lead to fatigue damage, commonly known as spalling, unless the bearing fails earlier by one of the surface-related damage modes. Surface initiated failures in bearings are nowadays perceived as avoidable by ensuring proper lubrication [2], hence the sub-surface initiated rolling contact fatigue (RCF) remains a factor determining the ultimate life of a properly mounted and lubricated bearing [3]."
published_022,"The ability of cells to sense and align in response to the surroundings is essential for multicellular matrix formation with appropriate architecture in both the developmental stage and regeneration processes. In particular, the characteristic texture of bone tissue derived from collagen/apatite [1–3] is determined by the osteoblast directional behaviors [4,5]. We have clarified that osteoblasts produce bone matrix along cell alignment; even the crystallographic texture of apatite is regulated by the degree of cell alignment [6]. On the other hand, our recent work surprisingly unveiled a quite unique phenomenon characterized by the construction of bone matrix orthogonal to osteoblast alignment, which was induced by a nanogrooved structure [7]. This finding challenges the classical belief that the cell-produced matrix orientation follows the cellular direction in extracellular matrix (ECM) assembly [8–10]. It is expected that cells contain intrinsic molecular regulatory systems determining parallel or perpendicular bone matrix construction in response to the substrates surface. Cellular recognition of the substrate surface is mediated by focal adhesions (FAs), which are assembled multiprotein structures that include transmembrane receptor integrin, which is composed of nanoscale head and tail structure [11]. FA formation is controlled by the integrin clustering procedure mediated by multiple associated proteins [12]. The function of FAs is regulated by the dynamic maturation process in which FAs undergo morphological and compositional change driven by cellular tension; FA maturation proceeds to the formation of fibrillar FAs, which are responsible for the structural regulation of the ECM [13]. The aim of the present study is to clarify a molecular mechanism underlying our previous finding of cellular organization of bone matrix orthogonal to cell alignment [7]. Here, we focused on the morphological change of FAs as well as the cellular alignment in response to nanoscale geometry. Specifically, the osteoblasts aligned along the nanogrooves expressed supermature fibrillar FAs. Moreover, comprehensive microarray analysis enabled the identification of genetic cues triggering the uniquely oriented bone matrix formation. The identified Tspan11 significantly contributed to the perpendicular bone matrix construction by regulating the integrin clustering. The present findings of molecular regulatory systems for anisotropic bone matrix formation may lead to the development of novel biomaterials and therapeutic targets for recovery of healthy bone with appropriate matrix alignment."
published_023,"Individual differences in intelligence influence developmental trajectories across the lifespan, affecting socioeconomic, psychological, and health outcomes (Deary, 2012). Differences in intelligence have been shown to be highly stable from early adolescence to late adulthood (Deary, Pattie, & Starr, 2013), but are more variable in infancy and childhood, with some children showing substantial gains in intelligence and others considerable losses between infancy and adolescence (Bayley, 1955; Feinstein, 2003; Tucker-Drob & Briley, 2014). These variations in the development of intelligence are likely to be associated with children's family socioeconomic status (SES; e.g. Dyume, Dumaret, & Tomkiewicz, 1999; Heckman, 2006; Tucker-Drob, Rhemtulla, Harden, Turkheimer, & Fask, 2011). Children from disadvantaged family backgrounds score on average lower on intelligence tests than their high SES peers (Bradley & Corwyn, 2002; Schoon, Jones, Cheng, & Maughan, 2012; Strenze, 2007), and their performance has been suggested to worsen over time, even if they did relatively well in early assessments (Feinstein, 2003). Conversely, high SES children are thought to gain in intelligence over time, even if they initially had a lower test score (Feinstein, 2003). However, research to date on the impact of SES on developmental change in intelligence is inconclusive for two reasons. First, it has been suggested that the previously reported association between SES and children's IQ development results from regression to the mean, because children with either extremely high or low scores in early IQ tests are less likely to score as extremely in later tests, independent of their family background (Jerrim & Vignoles, 2011; Saunders, 2012). Regression to the mean occurs when children are grouped according to their scores at one measurement occasion and then the groups' development is analyzed across subsequent assessments. This statistical artifact can be avoided by applying latent growth curve (LGC) models to non-selected samples, because LGC analyzes longitudinal data at the level of individuals rather than groups. Second, most previous studies included intelligence assessments at relatively few ages and at short age intervals in early life (Feinstein, 2003; Spinath, Ronald, Harlaar, Price, & Plomin, 2003; von Stumm, 2012; see Tucker-Drob & Briley, 2014, for a review). No study to date has modeled change in intelligence in a representative sample from infancy through late adolescence, using multiple assessments of intelligence over time that allow for identifying individual differences in developmental trajectories. Overcoming these limitations, in the present study we fitted LGC models to intelligence data from the Twins Early Development Study (TEDS), whose participants were assessed 9 times on intelligence from age 2 to 16 years. We then tested the extent to which SES, as a time-invariant covariate, accounted for individual differences in slopes of change in intelligence from age 2 to 16 years, as well as individual differences in the starting points (intercepts) at the age of 2 years."
published_024,"The presence of persistent organic pollutants (POPs) in estuarine and oceanic systems is a global problem. They are ubiquitous and long-range transported, being found in many biotic and abiotic media. This property is derived from their persistence in the environment. POPs are semivolatile and hydrophobic compounds, having a great bioaccumulative capacity (Jones and de Voogt, 1999). Due to their lipophilicity and low chemical degradation rate, they tend to concentrate in lipid rich tissues of organisms and to biomagnify through food webs (Guzzella et al., 2005). Many POPs are listed as possible carcinogens and are of serious concern to human and environment health. Organochlorine compounds (OCs), such as polychlorinated biphenyls (PCBs) and organochlorine pesticides (OCPs), and polycyclic aromatic hydrocarbons (PAHs) are important groups of POPs. The list of POPs keeps, however, continuously growing. Different groups of brominated flame retardants have been commercialized to prevent the development of fire (Wilford et al., 2004), among them, polybrominated diphenyl ethers (PBDEs), hexabromocyclododecanes and tetrabromobisphenol A. The commercial formulations of PBDEs includes penta, octa and deca-BDE technical mixtures. As classical POPs, these compounds have several toxicological effects and a great bioaccumulation potential (Strid et al., 2013). Because of that, the usage of PBDEs has been regulated as regards commercialized mixtures and articles in Europe and USA (CSA, 2003; EC, 2003; ECR, 2008). Furthermore, several congeners of the penta-BDE and octa-BDE mixtures have been added to POPs list of the Stockholm Convention (UNEP, 2009). As a consequence, these flame retardants are being replaced by other compounds, generally called “novel” flame retardants (NFRs) (Betts, 2008). Some of the most important representative NFRs are decabromodiphenylethane (DBDPE) as a substitute of deca-BDE and with similar physicochemical properties, 1,2-bis(2,4,6-tribromophenoxy)ethane (BTBPE) replacing octa-BDE, 2-ethylhexyl-2,3,4,5-tetrabromobenzoate (EHTBB) used mostly in PVC, bis(2-ethylhexyl)-3,4,5,6-tetrabromo-phthalate (DEHBTP) which are used in replacement of penta-BDE, and tris(tribromoneopenthyl)phosphate (TTBPP). Another compound which is considered as hazardous to the environment and that has not yet been regulated is Dechlorane plus (DP). It has been used during decades but had received little attention until it was detected in different compartments of the environment (Gauthier and Letcher, 2009; Hoh et al., 2006; Tomy et al., 2007). DP is a chlorinated compound that can be included in the term NFRs. These NFRs are not regulated for their use or production, nor even regarding maximum tolerance levels in foodstuffs, being their presence in seafood literature scarce. Perfluorinated compounds (PFCs) comprise a diverse group of chemicals including perfluoroalkyl sulphonates (PFASs), such as perfluorooctane sulphonate (PFOS), and perfluorinated carboxylic acids (PFCAs), such as perfluorooctanoic acid (PFOA). These compounds are constituted by a hydrophobic alkyl chain of varying length (typically C4 to C16) and a hydrophilic end group (de Voogt and Saez, 2006). PFCs have been used in different commercial and industrial applications, such as: surfactants and surface protectors in paper, leather, carpets, upholstery, paints, lubricants, polishers, food packaging, and fire-fighting foams including aqueous film forming foams (Kissa, 1994). PFCs are resistant to hydrolysis, photolysis, biodegradation, and metabolism. These characteristics explain the environmental persistence and bioaccumulative potential of PFCs, of which PFOS and PFOA are the two most commonly reported in the environment (Powley et al., 2005; Tseng et al., 2006). Due to these characteristics the EU banned most uses of PFOS and related compounds in 2008 (EC, 2006b). Furthermore, in May 2009, PFOS was included in Annex B of the Stockholm Convention on POPs (UNEP, 2009). Ultraviolet (UV) filters are compounds used in sunscreens and cosmetics to prevent chemical degradation and skin damage under sunlight irradiation (Manova et al., 2013). They are considered as emerging environmental pollutants. Their worldwide usage, ubiquitous presence in water samples and endocrine disruption activity of certain species are some of the issues which have raised the concern about the long-term impact of UV filters in the environment (Giokas et al., 2007; Giraldo et al., 2017; Krause et al., 2012; Paredes et al., 2014; Ramos et al., 2015). Galicia in north-west Spain, is the second largest mussel producer in the world; with a production that has surpassed 200,000 t annually (Caballero Miguez et al., 2009). This causes that Galician administrative authorities have the duty to control and ensure the quality of shellfish that is produced in its coast. Moreover, bivalve molluscs are an important filter feeding organisms. They have been used as bioindicators in environmental monitoring programs due to several characteristics such as, resistance to stress, sessile behaviour, tolerance to salinity changes and capacity to accumulate contaminants at levels higher than found in marine water (Philips and Rainbow, 1993). They are considered as an indicator of environmental contamination in several phases, as they are exposed to seawater and sediment. Thus, it is of wide interest the monitoring of levels and trends of classical and emerging pollutants, as the above mentioned ones. For instance, since 1986 the U.S. National Oceanic and Atmospheric Administration (NOAA) National Status and Trends (NS&T) Mussel Watch Program carries out a yearly nationwide sampling to collect bivalves, Mytilus edulis, or similar species, as sentinel organism, from sites along the USA coast to assess the status and long-term trends of selected contaminants (approximately 140 analytes) in coastal marine environments (Bricker et al., 2014). More recently, to expand the utility of the Mussel Watch Program, several agencies in California partnered with NOAA to design a pilot study that targeted contaminants of emerging concern, such as PBDEs and PFCs (Dodder et al., 2014; Maruya et al., 2014a; Maruya et al., 2014b). Classical POPs distribution has been previously studied in the Galician coast (Bellas et al., 2014; Bellas et al., 2011; Carro et al., 2014; Carro et al., 2010, 2015; Fernandez et al., 2013). However, until now only a few works have been published dealing with concentration and distribution of PBDEs in Galician molluscs (Bellas et al., 2014). Regarding NFRs, PFCs and UV filters, no data is available for these geographical area, and only few published papers focused in the development of analytical methodologies, have reported some concentrations (Negreira et al., 2013; Villaverde-de-Saa et al., 2012; Villaverde-de-Saa et al., 2013). In fact, the worldwide number of studies on the distribution of such chemicals (particular if studied together) is also very scarce. Bearing that in mind, this study aimed to investigate the distribution and profile of PBDEs and NFRs, PFCs and UV filters in bivalve mollusc samples (Mytilus galloprovincialis, Cerestoderma edule and Ruditapes decussatus) collected in nine Galician Rias during the period February 2012 to February 2013. Classical POPs, PCBs, OCPs and PAHs, have also investigated not only to study their distribution but for comparison to emerging pollutants."
published_025,"The mechanical behaviour of quasi-brittle materials, such as concrete, graphite, ceramics, or rock, emerges from underlying microstructure changes. The meaning of microstructure differs for different media and could be characterised by intrinsic length scales. For concrete these could be aggregate sizes and inter-aggregate distances, while for rock systems these could be sizes of blocks formed between existing small fractures. At the engineering length scale, orders of magnitude larger than the microstructure scales, the mechanical behaviour can be described with continuum constitutive laws of increasing complexity combining damage, plasticity and time-dependent effects [1–4]. In these phenomenological approaches damage represents reduction of the material elastic constants. From microstructure length scale perspective damage in quasi-brittle media is introduced by nucleation and evolution of micro-cracks, where a micro-crack means a fracture of the order of the microstructure scale(s). Potentially the effect of the micro-cracks formed under loading could be captured by continuum damage models calibrated against engineering scale experiments. The phenomenology, however, cannot help to understand the effects of the generated micro-crack population on other important physical properties of the material. In many applications the quasi-brittle materials have additional functions as barriers to fluid transport via convection, advection, and/or diffusion. It is therefore important to take a mechanistic view on the development of damage by modelling the evolution of micro-crack population. This can inform us about changes in the transport properties. Such a mechanistic approach needs to account for the microstructure in a way corresponding to the micro-crack formation mechanism [5]. In concrete, micro-cracks typically emerge from pores in the interfacial transition zone between the cement paste and aggregates [6]. In rock systems, micro-crack generating features could be existing fractures as well as pores. Concrete will be used in this work to demonstrate the proposed methodology, because data for the micro-crack initiating features in this material is readily available. Discrete lattice representation of the material microstructure seems to offer the most appropriate modelling strategy for analysis of micro-crack populations. Discrete lattices allow for studies of distributed damage without constitutive assumptions about crack paths and coalescence that would be needed in a continuum finite element modelling. For lattice construction, the material is appropriately subdivided into cells and lattice sites are placed at the cell centres. The deformation of the represented continuum arises from interactions between the lattice sites. These involve forces resisting relative displacements and moments resisting relative rotations between sites. Two conceptually similar approaches have been proposed to link local interactions to continuum response. In the first one, the local forces are related to the stresses in the continuum cell, e.g. [7,8]. In the second one, the interactions are represented by structural beam elements, the stiffness coefficients of which are determined by equating the strain energy in the discrete and the continuum cell, e.g. [9,10]. In both cases explicit relations between local and continuum parameters can be established for regular lattices. It has been previously shown that regular 3D lattices based on simple cubic, face-centred cubic and hexagonal closely-packed atomic arrangements can be used to represent materials exhibiting cubic elasticity. However, the only isotropic materials such lattices could represent are materials with zero Poisson’s ratio [11]. A bi-regular lattice that can represent all materials of practical interest has been proposed recently [12]. It can be seen as a lattice based on body-centred cubic atomic arrangement with two types of links - between neighbours along body diagonals (nearer) and between neighbours along cell edges (further). This lattice, currently formed by beams clamped at sites, is used in the current work together with microstructure data for concrete obtained with X-ray computed tomography. Failure models based on microstructure data and the novel lattice have been previously used for modelling tensile and compressive behaviour of cement [13] and the compressive behaviour of concrete under various complex loading conditions [14]. This work makes a step into developing our understanding of the micro-crack population and its relation to macroscopic damage. Further, the structure of the micro-crack population will provide the means to study the changes in transport properties with damage in future studies."
published_026,"Savanna type ecosystems play an important role in global carbon stocks and their productivity (Ahlstrom et al., 2015; Grace et al., 2006), they are highly variable in seasonal carbon and water vapor fluxes (Eamus et al., 2013; Paço et al., 2009; Tagesson et al., 2015; Unger et al., 2012) and inter-annual (Chen et al., 2016; Costa-e-Silva et al., 2015; Dubbert et al., 2014; Ma et al., 2007; Nagler et al., 2007; Pereira et al., 2007) time scales. Savannas are complex ecosystems which consist of scattered trees and a coexisting continuous grass layer/understory (Scholes and Archer, 1997). The relative contribution of trees and the understory to overall ecosystem fluxes experience strong seasonal variations, and can vary substantially depending on the savanna type and its characteristics (e.g. Dubbert et al., 2014; Moore et al., 2016; Otieno et al., 2015; Paço et al., 2009). Within a savanna ecosystem, the spatial distribution of trees and the composition of the understory can result in spatial heterogeneity of biophysical properties and ultimately fluxes. To determine spatial flux heterogeneity on the ecosystem scale, flux footprint models offer a great possibility as they allow relating flux measurements and therefore flux variability, to surface properties. When detailed spatial information on surface characteristics are available for the footprint area, they can be utilized to explain spatial flux variability. Due to the intrinsic uncertainties associated with the eddy covariance (EC) technique, the observed variability in flux measurements is not entirely related to spatial heterogeneity. Rannik et al. (2016) reviewed different flux error estimates for EC measurements and compared their values for different ecosystems. They suggested to use the method proposed by Finkelstein and Sims (2001) or Wienhold et al. (1995) to estimate the random uncertainty of turbulent flux measurements. Both methods can be used to associate uncertainties to each individual flux averaging period. These uncertainty estimates account for the properties of the measured time series (vertical wind speed and scalar of interest), but do not integrate information about the observed variability in flux measurements observed under similar meteorological conditions and phenological stages. Two widely used methods to quantify this uncertainty are the standard deviation of the marginal distribution sampling (MDS; Reichstein et al., 2005) and the two-tower-approach (TTA; Hollinger and Richardson, 2005; Kessomkiat et al., 2013). The MDS is based on the assumption that, for a short time window and under the same meteorological conditions, fluxes should be similar. The TTA uses two co-located towers (i.e. a few hundred meters apart), which are sampling independent areas of the same homogeneous ecosystem and compares the differences of the simultaneous flux measurements. For the TTA differences in meteorological conditions are (nearly) completely eliminated and differences in phenological stage and biophysical properties should be minimized. Nevertheless, biophysical properties within the footprint area (Schmid, 2002) can change spatially and, therefore, influence flux measurements and increase the uncertainty estimate. High spatial resolution remote/proximal sensing provides means to better characterize and quantify spatial heterogeneity. For example, Balzarolo et al. (2015) and Perez-Priego et al. (2015) showed for grasslands, that variability in measured CO2-fluxes can be related to changes in vegetation indices (VIs), which were derived from hyperspectral measurements. The best agreement was found between CO2-fluxes and VIs associated to chlorophyll and water-content of the canopy, as well as sun-induced chlorophyll fluorescence. For savanna type ecosystems, where a multispecies herbaceous layer (annual grasses, forbs, and legumes) coexists with sparsely distributed trees, spatial heterogeneity of e.g. chlorophyll content of the vegetation and leaf area index (LAI) introduce a new dimension to account for. Variations of biophysical properties can occur at the herbaceous- and tree layer, or as a consequence of changes in the tree density and canopy fraction within the footprint area. From this point of view, it is not clear how representative flux measurements can be in such a complex ecosystem to represent ecosystem scale fluxes correctly. To be precise, this is not a special problem of savanna type ecosystems but to all EC-sites presenting significant variability in biophysical properties at EC footprint scale. This work focuses on the analysis of data collected with three co-located EC flux towers within the framework of a fertilization experiment (Migliavacca et al., 2017). Here, only the data acquired before the fertilization are analyzed. The main objective is to evaluate the causes of differences between the simultaneous, half hourly flux measurements collected by the three co-located EC towers and to identify the main factors, (especially random errors vs. variability in biophysical surface properties), controlling the variability of measured carbon-, water-, and energy fluxes. For this purpose we (i) conduct a thorough uncertainty analysis including three different methods and (ii) make use of a combination of EC measurements, high resolution airborne hyperspectral information, and footprint analysis to identify spatial heterogeneity of mass and energy fluxes, and to correlate spatial flux differences with VIs derived from hyperspectral data and surface properties."
published_027,"The use of diverse forms of visualization as a communication tool in the planning process of landscape and architecture projects is growing in popularity (e.g. Gill, Lange, Morgan, & Romano, 2013). In recent years, this is driven by the need to find more effective means of public participation (e.g. Lange & Hehl-Lange, 2005). Developments in the use of visualizations are aided by continuing advances in computer processing power and readily available software. The effectiveness of visualizations as a communication tool and issues which arise with their use has been subject of previous research which has focused on response equivalence and audience (Sheppard, 2001; Wergles & Muhar, 2009), realism and viewer perception (Lange, 2001) as well as on a lack of standard production methodology and assessment criteria (MacFarlane, Stagg, Turner, & Lievesley, 2005; Sheppard, 2001). Generally, methods for the assessment of existing landscapes and proposed futures using landscape visualizations (see e.g. Daniel, 2001; Lange & Legwaila, 2012; Ribe, Armstrong, & Gobster, 2002; Zube, Sell, & Taylor, 1982) can be grouped into quantitative perceptual (asking people about ‘judgments’), qualitative perceptual (asking people to describe differences between the presented stimuli), quantitative analytical (developing metrics to estimate the degree of differences e.g. in before/after images) and qualitative analytical (describing objective differences between images) approaches. Little conclusive research has been carried out to compare ex ante visualizations introduced during the planning phase of landscape and architectural projects with ex post photography of the finished site. This paper outlines a purposive critique of visualizations produced for specific landscape and architectural projects. This was achieved through qualitative analysis of the ex ante visualizations (Before) compared to ex post photographs of the completed sites (After)."
published_028,"The Spinosauridae is a diverse family of theropod dinosaurs including ten described genera (Taquet & Russell, 1998; Buffetaut & Ouaja, 2002; Kellner et al., 2011; Allain et al., 2012; Buffetaut, 2012; Malafaia et al., 2013; Evers et al., 2015) found across five continents (Ruiz-Omeñaca et al., 2005; Keller et al., 2011; Barrett et al., 2011; Buffetaut, 2012; Allain et al., 2012; Candeiro et al. 2017; Gasca et al., 2018). Spinosaurs are known from the Berriasian (Sales et al., 2017) to the Cenomanian (Buffetaut & Ouaja, 2002), and are particularly common in the middle Cretaceous (Cenomanian) aged deposits of North Africa, including Egypt (Stromer, 1915), Algeria (Taquet & Russell, 1998; Benyoucef et al., 2015), and Morocco (Buffetaut, 1989; Ibrahim et al., 2014a, 2014b). Within the Kem Kem region are two distinct morphologies, originally assigned only from cervical vertebrae (Evers et al., 2015), but also recently from portions of the skull (Hendrickx et al., 2016). These are Sigilmassasaurus brevicollis (=Spinosaurus maroccanus; Evers et al., 2015) and a second spinosaurid taxon, possibly Spinosaurus (Hendrickx et al., 2016) or a relative (Evers et al., 2015). Spinosaurs are thought to have been piscivorous on the basis of their elongated, crocodile-like skulls and their conical, spearing teeth (Sues et al., 2002; Buffetaut, 2007; Hasegawa et al., 2010; Richter et al., 2013). Furthermore, an intricate series of canals across the distal parts of the upper and lower jaws, interpreted as a system of pressure receptors, have been cited as an adaptation for hunting aquatic prey (Ibrahim et al., 2014b; Vullo et al., 2016; Arden et al., 2018), though this is disputed (Leich & Catania, 2012; Barker et al., 2017; Henderson, 2018). The skeletal morphology of spinosaurines suggest a semiaquatic lifestyle, similar to extant crocodilians (Amiot et al., 2010; Ibrahim et al., 2014b; Goedert et al., 2016; Aureliano et al., 2018). Adaptations for aquatic locomotion include retracted nares (Dal Sasso et al., 2005), a reduced pelvis and hindlimbs, and pachyostotic long bones (Ibrahim et al., 2014b; Aureliano et al., 2018). Spinosaurs are the largest known theropod dinosaurs (Dal Sasso et al., 2005; Therrien & Henderson, 2007; Gimsa et al., 2016). The largest specimen currently known is MSNM V4047 referred to Spinosaurus aegyptiacus (Dal Sasso et al., 2005), which has an estimated skull length of 175 cm and an estimated body length of 12–15 m (Therrien & Henderson, 2007). Other specimens, including the holotype of S. aegyptiacus, have estimated total body lengths of 10–14 m (Therrien & Henderson, 2007; Ibrahim et al., 2014b). Like all dinosaurs, however, giant spinosaurs would have hatched from relatively small eggs before ultimately growing to adult size. Fossils of juvenile dinosaurs are generally very rare (Lockley, 1994; Hone & Rauhut, 2010), and juvenile spinosaurs have only recently been described for the first time (Maganuco & Dal Sasso, 2018). However, little is still known about the growth and life histories of giant spinosaurs. Small spinosaurine teeth are common from Kem Kem deposits (Richter et al., 2013), however, these cannot be reliably used for size or age estimations because of the variation in spinosaur teeth within regions of the jaw (Monfroy, 2017), and the polyphyodonts nature of all theropods (Erickson, 1996; Therrien et al., 2005). Here, we describe new material of juvenile spinosaurs. These include a quadrate, cervical and dorsal vertebrae, and a premaxilla, all found in the Kem Kem beds of eastern Morocco near the towns of Begaa and Erfoud."
published_029,"The use of resources by plants is of fundamental importance to understand ecological processes in natural landscapes (Ferreira et al., 2007; Higgins et al., 2011), particularly those associated with the maintenance of species diversity (Mckane et al., 2002) and multiple patterns of vegetation structure and function (Grime, 2001). A series of recent studies have related the partitioning of essential resources, such as nutrients and water, with plant species diversity and co-existence of contrasting life-forms (Désilets and Houle, 2005; Saha et al., 2009; Staver et al., 2011; Verweij et al., 2011; Hold, 2013). Resource use and niche partitioning appear to be especially relevant in vegetation physiognomies where a large number of species occur side by side and where environmental filters (e.g. abiotic constraints) shape vegetation structure, composition and function (Higgins et al., 2011; Sales et al., 2013). The Neotropical savannas of Brazil (regionally called “Cerrado”) are characterized by contrasting environmental conditions, where strong seasonality, high evaporative demand, low soil nutrient availability and frequent fire events explain the long-term persistence of vegetation mosaics (Eiten, 1972; Gottsberger and Silberbauer-Gottsberger, 2006; Silva et al., 2013). As in many other tropical regions, natural landscapes of central Brazil comprise a wide range of vegetation physiognomies, ranging from open grasslands to savanna woodlands, readily identifiable by shifts in the proportion of woody plants, which may occur densely or sparsely distributed within a continuous herbaceous matrix composed mainly by eudicots herbs and grasses (Oliveira-Filho and Ratter, 2002). The variability in physiognomic types often appears along shallow topographic gradients, where a mosaic of plant communities co-exists as a consequence of the wide range of interactions between water flow, soil properties, nutrients and fire frequency that change even with small differences in topography (Oliveira-Filho et al., 1989; Rossatto et al., 2012). In these gradients, vegetation structure and species composition vary greatly across the landscape, and structural changes tend to follow diversity patterns of woody and herbaceous species distribution (Oliveira-Filho and Ratter, 2002). In the upper portions of the gradient, characterized by deep oxysols, dense woody savannas are the most common vegetation type (Silberbauer-Gottsberger and Eiten, 1987). The density of woody species decreases as soils become shallower towards lower elevations, where more open shrubby savanna formations with a few trees and richer eudicots herbaceous communities appear, and eventually give place to wet grasslands at the lowest elevations near riparian zones and seasonally flooded soils (Eiten, 1972; Silberbauer-Gottsberger and Eiten, 1987; Furley, 1999). Variations in density of woody species in Neotropical savannas have long been thought to represent the result of competition for resources with herbaceous species (Eiten, 1972; Medina and Silva, 1990). Alternatively, changes in soil properties and groundwater depth (Oliveira-Filho et al., 1989; Villalobos-Vega, 2010; Rossatto et al., 2012) combined with fire frequency (Oliveira-Filho and Ratter, 2002) and nutrient limitation (Silva et al., 2013), could explain the persistence of contrasting vegetation forms. Water availability is considered to be one of the most important factors constraining woody cover in savannas (Sankaran et al., 2005), but this has not been tested separately from other environmental filters (i.e. nutrient limitation and fire frequency), limiting predictions of vegetation shifts based on water regime alone. It is well known that the water niche partitioning plays an important role in the co-existence of diverse plant species in a wide variety of vegetation types (Walter, 1971; Nippert and Knapp, 2007; Eggemeyer et al., 2008; Ward et al., 2013). This potential mechanism of co-existence has been extensively explored in natural systems dominated by tree species (Schenk and Jackson, 2002; Verweij et al., 2011) or to explain tree–grass co-dominance in dry savannas (Hold, 2013; Ward et al., 2013), however whether similar mechanism could explain the co-existence of trees and diverse communities of eudicot herbs as typical of mesic and humid Neotropical savannas are yet to be determined (Rossatto et al., 2013). Here we test whether woody and herbaceous eudicot plants compete for water resources across a topographic gradient consisting of distinct vegetation physiognomies typical of Neotropical savannas. The estimation of the depth of plant water uptake was based on comparisons of oxygen isotope ratios of plant stem water and soil pore water collected at different depths (Dawson et al., 2002). Nutritional and fire pressures are similar across the gradient and water depth is considered the main driver of vegetation change at the study site. We expect to find that the preferential depth of water uptake will differ between woody and herbaceous communities only in upper slope vegetation, where groundwater level is deeper (Rossatto et al., 2012; Rossatto et al., 2013) and woody species, which typically have better developed root systems (Oliveira et al., 2005), will be able to exploit deeper layers of the soil profile. As a result, we expect to demonstrate that competition for water is stronger in lower elevation plant communities, where groundwater depth decreases (Rossatto et al., 2012) and the exploitable soil layers reduced in comparison with upper slope vegetation."
published_030,"Lack of water resources and high water salinity levels are among the most important growth-restricting factors for plants species in some arid and semi-arid regions of the world (Levitt, 1980). Knowledge of relative salinity and drought tolerance among turfgrass species/cultivars is important for selecting turfgrasses that persist during drought and salinity stress. Turfgrasses are the most important groundcover-like plants in the world. Common bermudagrass (Cynodon dactylon [L.] Pers.) is widely distributed throughout the world between 45°N and 45°S (Harlan and de Wet, 1969). Cynodon spp. is frequently used in the transition zone where it can provide an excellent surface for golf course fairways and athletic fields (Munshaw et al., 2006). Salinity tolerance in different bermudagrass species ranges from 6 to 10 dS m− 1; and are classified as semi-tolerant to tolerant species to drought stress (Kamal Uddin et al., 2012). Drought or salinity tolerance, especially in grasses, depends on plant morpho-physiological features (Bahrani et al., 2010). Although the general effects of drought and salinity stresses on plant growth and development have been studied, their influence at the physiological and biochemical levels is not well understood (Jaleel et al., 2008). However, Du et al. (2012) studied metabolic responses of hybrid bermudagrass to short-term and long-term drought stresses. Salinity stress may result in the destruction of osmotic balance and ion toxicity (Turkan and Demiral, 2009). Studies have shown that the ability of plants to tolerate saline conditions, may alleviate the adverse effects of stresses such as salinity and drought (Kamal Uddin et al., 2012). The plants are able to ameliorate the stresses by synthesizing metabolites such as protein to prevent enzyme degradation through reduction of turgor changes within the cells (Kamal Uddin et al., 2012; Harivandi, 1988). Therefore, limited changes occur in growth rate compared to sensitive plants (Harivandi, 1988). Salinity and drought stresses were reported to act via overproduction of reactive oxygen species (ROS) (Gomez et al., 2004) which leads to oxidative stress (Mane et al., 2011). Accumulation of ROS may cause destruction of cell structures and molecules such as proteins and nucleic acids (Mittler, 2006). Hu et al. (2012) determined that ROSs are harmful to membranes, thus to scavenge them, plants have a well-developed complex antioxidant defense system including enzymatic and non-enzymatic antioxidant processes. The antioxidant enzymes that are found in plants include SOD, CAT, POD and APX (Apel and Hirt, 2004). Hu et al. (2012) further suggested that the activity of these antioxidants increased in some Lolium perenne L. cultivars after 4 days of treatment with 250 mM NaCl. DaCosta and Huang (2007) observed the same using drought stress, but stated that severe drought stress resulted in the reduction of antioxidant enzymes in Agrostis spp. Recent studies of salinity or drought effects on turfgrasses have focused on growth response mechanisms (Marcum, 1999). This research was designed to investigate the effects of combined drought and water salinity stresses on common bermudagrass and to investigate their biochemical and physiological responses under these conditions."
